OID,X,Y,Data,date
191,-12.5,10.5,1.0374,2010-07-01
192,-12.5,11,1.0374,2010-07-01
193,-12.5,11.5,1.0374,2010-07-01
194,-12.5,12,1.0374,2010-07-01
195,-12.5,12.5,0.5696,2010-07-01
196,-12.5,13,0.0676,2010-07-01
197,-12.5,13.5,0,2010-07-01
198,-12.5,14,0.0676,2010-07-01
199,-12.5,14.5,0.3443,2010-07-01
200,-12.5,15,0.5696,2010-07-01
201,-12.5,15.5,0.8286,2010-07-01
202,-12.5,16,0.4918,2010-07-01
203,-12.5,16.5,0.4918,2010-07-01
204,-12.5,17,0.5696,2010-07-01
205,-12.5,17.5,0.4918,2010-07-01
206,-12.5,18,0.5696,2010-07-01
207,-12.5,18.5,0.6509,2010-07-01
208,-12.5,19,0.3443,2010-07-01
209,-12.5,19.5,0.4918,2010-07-01
210,-12.5,20,0.8286,2010-07-01
211,-12.5,20.5,0.7369,2010-07-01
212,-12.5,21,0.5696,2010-07-01
213,-12.5,21.5,0.6509,2010-07-01
214,-12.5,22,0.3443,2010-07-01
215,-12.5,22.5,0.2735,2010-07-01
216,-12.5,23,0.4169,2010-07-01
217,-12.5,23.5,0.4918,2010-07-01
218,-12.5,24,0.4918,2010-07-01
219,-12.5,24.5,0.204,2010-07-01
220,-12.5,25,-0.204,2010-07-01
221,-12.5,25.5,-0.2735,2010-07-01
222,-12.5,26,0.204,2010-07-01
223,-12.5,26.5,0.3443,2010-07-01
224,-12.5,27,0.3443,2010-07-01
225,-12.5,27.5,0.4169,2010-07-01
226,-12.5,28,0.5696,2010-07-01
227,-11.875,7.5,0.9279,2010-07-01
228,-11.875,8,1.0374,2010-07-01
229,-11.875,8.5,1.7276,2010-07-01
230,-11.875,9,1.7276,2010-07-01
231,-11.875,9.5,1.3052,2010-07-01
232,-11.875,10,1.1609,2010-07-01
233,-11.875,10.5,1.1609,2010-07-01
234,-11.875,11,0.9279,2010-07-01
235,-11.875,11.5,0.7369,2010-07-01
236,-11.875,12,0.7369,2010-07-01
237,-11.875,12.5,0.4918,2010-07-01
238,-11.875,13,0.1355,2010-07-01
239,-11.875,13.5,0,2010-07-01
240,-11.875,14,0.0676,2010-07-01
241,-11.875,14.5,-0.2735,2010-07-01
242,-11.875,15,-0.4918,2010-07-01
243,-11.875,15.5,-0.2735,2010-07-01
244,-11.875,16,-0.0676,2010-07-01
245,-11.875,16.5,0.1355,2010-07-01
246,-11.875,17,0.1355,2010-07-01
247,-11.875,17.5,0.2735,2010-07-01
248,-11.875,18,0.4918,2010-07-01
249,-11.875,18.5,0.6509,2010-07-01
250,-11.875,19,0.2735,2010-07-01
251,-11.875,19.5,0.204,2010-07-01
252,-11.875,20,0.204,2010-07-01
253,-11.875,20.5,0.5696,2010-07-01
254,-11.875,21,0.5696,2010-07-01
255,-11.875,21.5,0.8286,2010-07-01
256,-11.875,22,0.8286,2010-07-01
257,-11.875,22.5,0.2735,2010-07-01
258,-11.875,23,0.0676,2010-07-01
259,-11.875,23.5,0.4169,2010-07-01
260,-11.875,24,0.2735,2010-07-01
261,-11.875,24.5,0.2735,2010-07-01
262,-11.875,25,-0.1355,2010-07-01
263,-11.875,25.5,-0.2735,2010-07-01
264,-11.875,26,0.2735,2010-07-01
265,-11.875,26.5,0.3443,2010-07-01
266,-11.875,27,0.7369,2010-07-01
267,-11.875,27.5,0.8286,2010-07-01
268,-11.875,28,1.1609,2010-07-01
269,-11.25,7,0.8286,2010-07-01
270,-11.25,7.5,0.8286,2010-07-01
271,-11.25,8,1.3052,2010-07-01
272,-11.25,8.5,1.7276,2010-07-01
273,-11.25,9,1.7276,2010-07-01
274,-11.25,9.5,1.4835,2010-07-01
275,-11.25,10,1.1609,2010-07-01
276,-11.25,10.5,1.0374,2010-07-01
277,-11.25,11,0.8286,2010-07-01
278,-11.25,11.5,0.8286,2010-07-01
279,-11.25,12,0.8286,2010-07-01
280,-11.25,12.5,0.4918,2010-07-01
281,-11.25,13,0,2010-07-01
282,-11.25,13.5,-0.0676,2010-07-01
283,-11.25,14,-0.0676,2010-07-01
284,-11.25,14.5,-0.2735,2010-07-01
285,-11.25,15,-0.4918,2010-07-01
286,-11.25,15.5,-0.2735,2010-07-01
287,-11.25,16,-0.204,2010-07-01
288,-11.25,16.5,0.1355,2010-07-01
289,-11.25,17,0.204,2010-07-01
290,-11.25,17.5,0.4169,2010-07-01
291,-11.25,18,0.5696,2010-07-01
292,-11.25,18.5,0.7369,2010-07-01
293,-11.25,19,0.4918,2010-07-01
294,-11.25,19.5,0.204,2010-07-01
295,-11.25,20,0.3443,2010-07-01
296,-11.25,20.5,0.6509,2010-07-01
297,-11.25,21,0.5696,2010-07-01
298,-11.25,21.5,0.7369,2010-07-01
299,-11.25,22,0.6509,2010-07-01
300,-11.25,22.5,0.3443,2010-07-01
301,-11.25,23,0.4169,2010-07-01
302,-11.25,23.5,0.4918,2010-07-01
303,-11.25,24,0.2735,2010-07-01
304,-11.25,24.5,0.204,2010-07-01
305,-11.25,25,-0.1355,2010-07-01
306,-11.25,25.5,-0.0676,2010-07-01
307,-11.25,26,0.2735,2010-07-01
308,-11.25,26.5,0.4169,2010-07-01
309,-11.25,27,0.3443,2010-07-01
310,-11.25,27.5,0.7369,2010-07-01
311,-11.25,28,1.1609,2010-07-01
312,-11.25,28.5,1.3052,2010-07-01
313,-10.625,6.5,1.1609,2010-07-01
314,-10.625,7,1.1609,2010-07-01
315,-10.625,7.5,1.1609,2010-07-01
316,-10.625,8,1.3052,2010-07-01
317,-10.625,8.5,1.7276,2010-07-01
318,-10.625,9,1.4835,2010-07-01
319,-10.625,9.5,1.4835,2010-07-01
320,-10.625,10,1.3052,2010-07-01
321,-10.625,10.5,0.9279,2010-07-01
322,-10.625,11,0.9279,2010-07-01
323,-10.625,11.5,1.3052,2010-07-01
324,-10.625,12,1.3052,2010-07-01
325,-10.625,12.5,0.8286,2010-07-01
326,-10.625,13,0.2735,2010-07-01
327,-10.625,13.5,0.204,2010-07-01
328,-10.625,14,-0.0676,2010-07-01
329,-10.625,14.5,-0.2735,2010-07-01
330,-10.625,15,-0.5696,2010-07-01
331,-10.625,15.5,-0.2735,2010-07-01
332,-10.625,16,-0.204,2010-07-01
333,-10.625,16.5,0.0676,2010-07-01
334,-10.625,17,0.204,2010-07-01
335,-10.625,17.5,0.4918,2010-07-01
336,-10.625,18,0.5696,2010-07-01
337,-10.625,18.5,0.5696,2010-07-01
338,-10.625,19,0.2735,2010-07-01
339,-10.625,19.5,0.1355,2010-07-01
340,-10.625,20,0.4918,2010-07-01
341,-10.625,20.5,0.8286,2010-07-01
342,-10.625,21,0.8286,2010-07-01
343,-10.625,21.5,0.9279,2010-07-01
344,-10.625,22,1.3052,2010-07-01
345,-10.625,22.5,0.9279,2010-07-01
346,-10.625,23,0.6509,2010-07-01
347,-10.625,23.5,0.5696,2010-07-01
348,-10.625,24,0.6509,2010-07-01
349,-10.625,24.5,0.6509,2010-07-01
350,-10.625,25,0.4918,2010-07-01
351,-10.625,25.5,0.4169,2010-07-01
352,-10.625,26,0.6509,2010-07-01
353,-10.625,26.5,0.4169,2010-07-01
354,-10.625,27,0.4918,2010-07-01
355,-10.625,27.5,0.9279,2010-07-01
356,-10.625,28,1.4835,2010-07-01
357,-10.625,28.5,1.4835,2010-07-01
358,-10.625,29,1.7276,2010-07-01
359,-10,6,1.0374,2010-07-01
360,-10,6.5,1.1609,2010-07-01
361,-10,7,1.0374,2010-07-01
362,-10,7.5,1.3052,2010-07-01
363,-10,8,1.7276,2010-07-01
364,-10,8.5,1.7276,2010-07-01
365,-10,9,1.4835,2010-07-01
366,-10,9.5,1.3052,2010-07-01
367,-10,10,0.9279,2010-07-01
368,-10,10.5,0.8286,2010-07-01
369,-10,11,0.9279,2010-07-01
370,-10,11.5,1.4835,2010-07-01
371,-10,12,1.1609,2010-07-01
372,-10,12.5,0.5696,2010-07-01
373,-10,13,-0.1355,2010-07-01
374,-10,13.5,-0.4169,2010-07-01
375,-10,14,-0.4918,2010-07-01
376,-10,14.5,-0.7369,2010-07-01
377,-10,15,-0.7369,2010-07-01
378,-10,15.5,-0.204,2010-07-01
379,-10,16,0,2010-07-01
380,-10,16.5,0.2735,2010-07-01
381,-10,17,0.4169,2010-07-01
382,-10,17.5,0.2735,2010-07-01
383,-10,18,0.2735,2010-07-01
384,-10,18.5,0.4918,2010-07-01
385,-10,19,0.1355,2010-07-01
386,-10,19.5,-0.0676,2010-07-01
387,-10,20,0.4918,2010-07-01
388,-10,20.5,0.9279,2010-07-01
389,-10,21,1.0374,2010-07-01
390,-10,21.5,1.3052,2010-07-01
391,-10,22,1.4835,2010-07-01
392,-10,22.5,0.9279,2010-07-01
393,-10,23,0.7369,2010-07-01
394,-10,23.5,1.1609,2010-07-01
395,-10,24,1.3052,2010-07-01
396,-10,24.5,1.7276,2010-07-01
397,-10,25,1.1609,2010-07-01
398,-10,25.5,0.4918,2010-07-01
399,-10,26,0.204,2010-07-01
400,-10,26.5,0.204,2010-07-01
401,-10,27,0.204,2010-07-01
402,-10,27.5,0.8286,2010-07-01
403,-10,28,1.4835,2010-07-01
404,-10,28.5,2.1678,2010-07-01
405,-10,29,1.7276,2010-07-01
406,-10,29.5,2.1678,2010-07-01
407,-9.375,5.5,0.6509,2010-07-01
408,-9.375,6,0.6509,2010-07-01
409,-9.375,6.5,0.7369,2010-07-01
410,-9.375,7,0.8286,2010-07-01
411,-9.375,7.5,1.0374,2010-07-01
412,-9.375,8,1.3052,2010-07-01
413,-9.375,8.5,1.4835,2010-07-01
414,-9.375,9,1.1609,2010-07-01
415,-9.375,9.5,1.1609,2010-07-01
416,-9.375,10,1.0374,2010-07-01
417,-9.375,10.5,0.7369,2010-07-01
418,-9.375,11,0.8286,2010-07-01
419,-9.375,11.5,1.0374,2010-07-01
420,-9.375,12,0.7369,2010-07-01
421,-9.375,12.5,0.1355,2010-07-01
422,-9.375,13,-0.8286,2010-07-01
423,-9.375,13.5,-0.8286,2010-07-01
424,-9.375,14,-1.0374,2010-07-01
425,-9.375,14.5,-1.1609,2010-07-01
426,-9.375,15,-0.5696,2010-07-01
427,-9.375,15.5,-0.0676,2010-07-01
428,-9.375,16,0.204,2010-07-01
429,-9.375,16.5,0.3443,2010-07-01
430,-9.375,17,0.2735,2010-07-01
431,-9.375,17.5,0.204,2010-07-01
432,-9.375,18,0.0676,2010-07-01
433,-9.375,18.5,0.1355,2010-07-01
434,-9.375,19,0.0676,2010-07-01
435,-9.375,19.5,-0.1355,2010-07-01
436,-9.375,20,0.1355,2010-07-01
437,-9.375,20.5,0.8286,2010-07-01
438,-9.375,21,1.1609,2010-07-01
439,-9.375,21.5,1.3052,2010-07-01
440,-9.375,22,0.8286,2010-07-01
441,-9.375,22.5,0.204,2010-07-01
442,-9.375,23,0.1355,2010-07-01
443,-9.375,23.5,1.3052,2010-07-01
444,-9.375,24,1.1609,2010-07-01
445,-9.375,24.5,1.4835,2010-07-01
446,-9.375,25,1.4835,2010-07-01
447,-9.375,25.5,0.6509,2010-07-01
448,-9.375,26,0,2010-07-01
449,-9.375,26.5,-0.3443,2010-07-01
450,-9.375,27,0.204,2010-07-01
451,-9.375,27.5,0.8286,2010-07-01
452,-9.375,28,2.1678,2010-07-01
453,-9.375,28.5,2.1678,2010-07-01
454,-9.375,29,1.7276,2010-07-01
455,-9.375,29.5,1.4835,2010-07-01
456,-9.375,30,1.7276,2010-07-01
457,-9.375,30.5,1.7276,2010-07-01
458,-9.375,31,0.8286,2010-07-01
459,-9.375,31.5,0.2735,2010-07-01
460,-9.375,32,0.3443,2010-07-01
461,-9.375,39,-1.3052,2010-07-01
462,-8.75,5,0.7369,2010-07-01
463,-8.75,5.5,0.6509,2010-07-01
464,-8.75,6,0.6509,2010-07-01
465,-8.75,6.5,0.5696,2010-07-01
466,-8.75,7,0.8286,2010-07-01
467,-8.75,7.5,0.7369,2010-07-01
468,-8.75,8,1.3052,2010-07-01
469,-8.75,8.5,1.4835,2010-07-01
470,-8.75,9,1.3052,2010-07-01
471,-8.75,9.5,1.1609,2010-07-01
472,-8.75,10,1.3052,2010-07-01
473,-8.75,10.5,1.1609,2010-07-01
474,-8.75,11,1.1609,2010-07-01
475,-8.75,11.5,1.1609,2010-07-01
476,-8.75,12,0.9279,2010-07-01
477,-8.75,12.5,0.2735,2010-07-01
478,-8.75,13,-0.7369,2010-07-01
479,-8.75,13.5,-0.8286,2010-07-01
480,-8.75,14,-0.8286,2010-07-01
481,-8.75,14.5,-1.0374,2010-07-01
482,-8.75,15,-0.2735,2010-07-01
483,-8.75,15.5,0.1355,2010-07-01
484,-8.75,16,0.3443,2010-07-01
485,-8.75,16.5,0.3443,2010-07-01
486,-8.75,17,0.2735,2010-07-01
487,-8.75,17.5,-0.0676,2010-07-01
488,-8.75,18,-0.1355,2010-07-01
489,-8.75,18.5,0.204,2010-07-01
490,-8.75,19,0.2735,2010-07-01
491,-8.75,19.5,0,2010-07-01
492,-8.75,20,0.3443,2010-07-01
493,-8.75,20.5,0.9279,2010-07-01
494,-8.75,21,0.9279,2010-07-01
495,-8.75,21.5,1.0374,2010-07-01
496,-8.75,22,0.4169,2010-07-01
497,-8.75,22.5,-0.2735,2010-07-01
498,-8.75,23,-0.1355,2010-07-01
499,-8.75,23.5,0.7369,2010-07-01
500,-8.75,24,1.1609,2010-07-01
501,-8.75,24.5,1.4835,2010-07-01
502,-8.75,25,1.3052,2010-07-01
503,-8.75,25.5,0.4918,2010-07-01
504,-8.75,26,-0.204,2010-07-01
505,-8.75,26.5,-0.8286,2010-07-01
506,-8.75,27,-0.4169,2010-07-01
507,-8.75,27.5,0.204,2010-07-01
508,-8.75,28,1.1609,2010-07-01
509,-8.75,28.5,0.8286,2010-07-01
510,-8.75,29,0.8286,2010-07-01
511,-8.75,29.5,1.1609,2010-07-01
512,-8.75,30,1.4835,2010-07-01
513,-8.75,30.5,1.7276,2010-07-01
514,-8.75,31,1.3052,2010-07-01
515,-8.75,31.5,0.4169,2010-07-01
516,-8.75,32,0.5696,2010-07-01
517,-8.75,32.5,0.5696,2010-07-01
518,-8.75,37.5,-0.6509,2010-07-01
519,-8.75,38,-0.8286,2010-07-01
520,-8.75,38.5,-1.1609,2010-07-01
521,-8.75,39,-1.4835,2010-07-01
522,-8.75,39.5,-1.3052,2010-07-01
523,-8.75,40,-1.0374,2010-07-01
524,-8.125,5,0.7369,2010-07-01
525,-8.125,5.5,0.6509,2010-07-01
526,-8.125,6,0.6509,2010-07-01
527,-8.125,6.5,0.6509,2010-07-01
528,-8.125,7,0.9279,2010-07-01
529,-8.125,7.5,0.7369,2010-07-01
530,-8.125,8,1.4835,2010-07-01
531,-8.125,8.5,1.3052,2010-07-01
532,-8.125,9,1.1609,2010-07-01
533,-8.125,9.5,1.3052,2010-07-01
534,-8.125,10,1.4835,2010-07-01
535,-8.125,10.5,1.1609,2010-07-01
536,-8.125,11,1.1609,2010-07-01
537,-8.125,11.5,1.1609,2010-07-01
538,-8.125,12,0.8286,2010-07-01
539,-8.125,12.5,0.3443,2010-07-01
540,-8.125,13,-0.7369,2010-07-01
541,-8.125,13.5,-0.8286,2010-07-01
542,-8.125,14,-0.9279,2010-07-01
543,-8.125,14.5,-0.8286,2010-07-01
544,-8.125,15,-0.0676,2010-07-01
545,-8.125,15.5,0.204,2010-07-01
546,-8.125,16,0.4169,2010-07-01
547,-8.125,16.5,0.6509,2010-07-01
548,-8.125,17,0.3443,2010-07-01
549,-8.125,17.5,-0.0676,2010-07-01
550,-8.125,18,-0.0676,2010-07-01
551,-8.125,18.5,0.0676,2010-07-01
552,-8.125,19,0.2735,2010-07-01
553,-8.125,19.5,0.204,2010-07-01
554,-8.125,20,0.3443,2010-07-01
555,-8.125,20.5,0.7369,2010-07-01
556,-8.125,21,1.0374,2010-07-01
557,-8.125,21.5,1.1609,2010-07-01
558,-8.125,22,0.6509,2010-07-01
559,-8.125,22.5,-0.204,2010-07-01
560,-8.125,23,0,2010-07-01
561,-8.125,23.5,0.8286,2010-07-01
562,-8.125,24,1.3052,2010-07-01
563,-8.125,24.5,1.7276,2010-07-01
564,-8.125,25,1.4835,2010-07-01
565,-8.125,25.5,0.5696,2010-07-01
566,-8.125,26,-0.204,2010-07-01
567,-8.125,26.5,-0.5696,2010-07-01
568,-8.125,27,-0.1355,2010-07-01
569,-8.125,27.5,0.7369,2010-07-01
570,-8.125,28,1.4835,2010-07-01
571,-8.125,28.5,0.4169,2010-07-01
572,-8.125,29,0.4918,2010-07-01
573,-8.125,29.5,1.3052,2010-07-01
574,-8.125,30,1.4835,2010-07-01
575,-8.125,30.5,1.3052,2010-07-01
576,-8.125,31,1.1609,2010-07-01
577,-8.125,31.5,1.0374,2010-07-01
578,-8.125,32,0.5696,2010-07-01
579,-8.125,32.5,0.5696,2010-07-01
580,-8.125,33,0.4918,2010-07-01
581,-8.125,37.5,-0.5696,2010-07-01
582,-8.125,38,-0.8286,2010-07-01
583,-8.125,38.5,-1.1609,2010-07-01
584,-8.125,39,-1.4835,2010-07-01
585,-8.125,39.5,-1.1609,2010-07-01
586,-8.125,40,-1.0374,2010-07-01
587,-7.5,4.5,0.8286,2010-07-01
588,-7.5,5,0.7369,2010-07-01
589,-7.5,5.5,0.8286,2010-07-01
590,-7.5,6,0.5696,2010-07-01
591,-7.5,6.5,0.7369,2010-07-01
592,-7.5,7,1.0374,2010-07-01
593,-7.5,7.5,0.9279,2010-07-01
594,-7.5,8,1.4835,2010-07-01
595,-7.5,8.5,1.4835,2010-07-01
596,-7.5,9,1.1609,2010-07-01
597,-7.5,9.5,1.1609,2010-07-01
598,-7.5,10,1.4835,2010-07-01
599,-7.5,10.5,1.4835,2010-07-01
600,-7.5,11,2.1678,2010-07-01
601,-7.5,11.5,1.4835,2010-07-01
602,-7.5,12,0.8286,2010-07-01
603,-7.5,12.5,0.3443,2010-07-01
604,-7.5,13,-0.7369,2010-07-01
605,-7.5,13.5,-0.6509,2010-07-01
606,-7.5,14,-0.5696,2010-07-01
607,-7.5,14.5,-0.4169,2010-07-01
608,-7.5,15,-0.1355,2010-07-01
609,-7.5,15.5,0.3443,2010-07-01
610,-7.5,16,0.4169,2010-07-01
611,-7.5,16.5,0.5696,2010-07-01
612,-7.5,17,0.4169,2010-07-01
613,-7.5,17.5,0.0676,2010-07-01
614,-7.5,18,-0.1355,2010-07-01
615,-7.5,18.5,0.1355,2010-07-01
616,-7.5,19,0.2735,2010-07-01
617,-7.5,19.5,0.3443,2010-07-01
618,-7.5,20,0.5696,2010-07-01
619,-7.5,20.5,0.7369,2010-07-01
620,-7.5,21,0.9279,2010-07-01
621,-7.5,21.5,0.6509,2010-07-01
622,-7.5,22,0.2735,2010-07-01
623,-7.5,22.5,-0.204,2010-07-01
624,-7.5,23,0.0676,2010-07-01
625,-7.5,23.5,0.8286,2010-07-01
626,-7.5,24,1.0374,2010-07-01
627,-7.5,24.5,1.3052,2010-07-01
628,-7.5,25,1.4835,2010-07-01
629,-7.5,25.5,0.9279,2010-07-01
630,-7.5,26,0.7369,2010-07-01
631,-7.5,26.5,0.5696,2010-07-01
632,-7.5,27,0.204,2010-07-01
633,-7.5,27.5,0.0676,2010-07-01
634,-7.5,28,-0.1355,2010-07-01
635,-7.5,28.5,0.3443,2010-07-01
636,-7.5,29,0.6509,2010-07-01
637,-7.5,29.5,1.0374,2010-07-01
638,-7.5,30,1.4835,2010-07-01
639,-7.5,30.5,1.4835,2010-07-01
