OID,X,Y,Data,date
145,-13.75,29,-0.204,1/1/2005
146,-13.125,8.5,0.4169,1/1/2005
147,-13.125,9,0.4169,1/1/2005
148,-13.125,9.5,0.4169,1/1/2005
149,-13.125,10,0.2735,1/1/2005
150,-13.125,10.5,0,1/1/2005
151,-13.125,11,-0.0676,1/1/2005
152,-13.125,11.5,0.204,1/1/2005
153,-13.125,12,-0.0676,1/1/2005
154,-13.125,12.5,-0.204,1/1/2005
155,-13.125,13,-0.8286,1/1/2005
156,-13.125,13.5,-0.8286,1/1/2005
157,-13.125,14,-0.7369,1/1/2005
158,-13.125,14.5,-0.8286,1/1/2005
159,-13.125,15,-0.4918,1/1/2005
160,-13.125,15.5,-1.4835,1/1/2005
161,-13.125,16,-1.7276,1/1/2005
162,-13.125,16.5,-1.7276,1/1/2005
163,-13.125,17,-2.1678,1/1/2005
164,-13.125,17.5,-2.1678,1/1/2005
165,-13.125,18,-2.1678,1/1/2005
166,-13.125,18.5,-2.1678,1/1/2005
167,-13.125,19,-1.7276,1/1/2005
168,-13.125,19.5,-0.0676,1/1/2005
169,-13.125,20,0.3443,1/1/2005
170,-13.125,20.5,0.6509,1/1/2005
171,-13.125,21,0.4918,1/1/2005
172,-13.125,21.5,0.1355,1/1/2005
173,-13.125,22,0.5696,1/1/2005
174,-13.125,22.5,0.8286,1/1/2005
175,-13.125,23,0.7369,1/1/2005
176,-13.125,23.5,0.3443,1/1/2005
177,-13.125,24,-0.2735,1/1/2005
178,-13.125,24.5,-0.5696,1/1/2005
179,-13.125,25,-0.6509,1/1/2005
180,-13.125,25.5,-0.4918,1/1/2005
181,-13.125,26,-0.5696,1/1/2005
182,-13.125,26.5,-0.5696,1/1/2005
183,-13.125,27,-0.2735,1/1/2005
184,-13.125,27.5,-0.1355,1/1/2005
185,-12.5,7.5,-1.3052,1/1/2005
186,-12.5,8,0.2735,1/1/2005
187,-12.5,8.5,0.3443,1/1/2005
188,-12.5,9,0.4169,1/1/2005
189,-12.5,9.5,0.1355,1/1/2005
190,-12.5,10,0.0676,1/1/2005
191,-12.5,10.5,-0.0676,1/1/2005
192,-12.5,11,0.0676,1/1/2005
193,-12.5,11.5,0.204,1/1/2005
194,-12.5,12,0.204,1/1/2005
195,-12.5,12.5,0.0676,1/1/2005
196,-12.5,13,0.0676,1/1/2005
197,-12.5,13.5,-0.1355,1/1/2005
198,-12.5,14,-0.1355,1/1/2005
199,-12.5,14.5,-0.204,1/1/2005
200,-12.5,15,-0.6509,1/1/2005
201,-12.5,15.5,-1.1609,1/1/2005
202,-12.5,16,-1.4835,1/1/2005
203,-12.5,16.5,-1.7276,1/1/2005
204,-12.5,17,-2.1678,1/1/2005
205,-12.5,17.5,-2.1678,1/1/2005
206,-12.5,18,-2.1678,1/1/2005
207,-12.5,18.5,-2.1678,1/1/2005
208,-12.5,19,-2.1678,1/1/2005
209,-12.5,19.5,0.3443,1/1/2005
210,-12.5,20,0.3443,1/1/2005
211,-12.5,20.5,0.204,1/1/2005
212,-12.5,21,-0.204,1/1/2005
213,-12.5,21.5,-0.3443,1/1/2005
214,-12.5,22,-0.204,1/1/2005
215,-12.5,22.5,0.3443,1/1/2005
216,-12.5,23,0.7369,1/1/2005
217,-12.5,23.5,0.2735,1/1/2005
218,-12.5,24,-0.0676,1/1/2005
219,-12.5,24.5,-0.3443,1/1/2005
220,-12.5,25,-0.8286,1/1/2005
221,-12.5,25.5,-0.7369,1/1/2005
222,-12.5,26,-0.6509,1/1/2005
223,-12.5,26.5,-0.6509,1/1/2005
224,-12.5,27,-0.5696,1/1/2005
225,-12.5,27.5,-0.4169,1/1/2005
226,-12.5,28,-0.0676,1/1/2005
227,-11.875,7.5,-0.204,1/1/2005
228,-11.875,8,0.2735,1/1/2005
229,-11.875,8.5,0.4169,1/1/2005
230,-11.875,9,0.3443,1/1/2005
231,-11.875,9.5,0.2735,1/1/2005
232,-11.875,10,0.3443,1/1/2005
233,-11.875,10.5,0.204,1/1/2005
234,-11.875,11,0.3443,1/1/2005
235,-11.875,11.5,0.4918,1/1/2005
236,-11.875,12,0.5696,1/1/2005
237,-11.875,12.5,0.4918,1/1/2005
238,-11.875,13,0.2735,1/1/2005
239,-11.875,13.5,0.3443,1/1/2005
240,-11.875,14,0.1355,1/1/2005
241,-11.875,14.5,0.1355,1/1/2005
242,-11.875,15,-0.0676,1/1/2005
243,-11.875,15.5,-1.3052,1/1/2005
244,-11.875,16,-1.7276,1/1/2005
245,-11.875,16.5,-1.4835,1/1/2005
246,-11.875,17,-2.1678,1/1/2005
247,-11.875,17.5,-2.1678,1/1/2005
248,-11.875,18,-2.1678,1/1/2005
249,-11.875,18.5,-2.1678,1/1/2005
250,-11.875,19,-2.1678,1/1/2005
251,-11.875,19.5,0.6509,1/1/2005
252,-11.875,20,0.6509,1/1/2005
253,-11.875,20.5,0.204,1/1/2005
254,-11.875,21,-0.1355,1/1/2005
255,-11.875,21.5,-0.204,1/1/2005
256,-11.875,22,-0.204,1/1/2005
257,-11.875,22.5,0.3443,1/1/2005
258,-11.875,23,1.0374,1/1/2005
259,-11.875,23.5,0.4169,1/1/2005
260,-11.875,24,-0.1355,1/1/2005
261,-11.875,24.5,-0.0676,1/1/2005
262,-11.875,25,-0.6509,1/1/2005
263,-11.875,25.5,-0.8286,1/1/2005
264,-11.875,26,-0.8286,1/1/2005
265,-11.875,26.5,-1.0374,1/1/2005
266,-11.875,27,-0.9279,1/1/2005
267,-11.875,27.5,-0.9279,1/1/2005
268,-11.875,28,-0.7369,1/1/2005
269,-11.25,7,-0.3443,1/1/2005
270,-11.25,7.5,-0.204,1/1/2005
271,-11.25,8,0.2735,1/1/2005
272,-11.25,8.5,0.3443,1/1/2005
273,-11.25,9,0.3443,1/1/2005
274,-11.25,9.5,0.1355,1/1/2005
275,-11.25,10,0.2735,1/1/2005
276,-11.25,10.5,0.2735,1/1/2005
277,-11.25,11,0.4169,1/1/2005
278,-11.25,11.5,0.4169,1/1/2005
279,-11.25,12,0.4169,1/1/2005
280,-11.25,12.5,0.4918,1/1/2005
281,-11.25,13,0.3443,1/1/2005
282,-11.25,13.5,0.2735,1/1/2005
283,-11.25,14,0.1355,1/1/2005
284,-11.25,14.5,0.0676,1/1/2005
285,-11.25,15,-0.0676,1/1/2005
286,-11.25,15.5,-1.3052,1/1/2005
287,-11.25,16,-1.7276,1/1/2005
288,-11.25,16.5,-1.4835,1/1/2005
289,-11.25,17,-2.1678,1/1/2005
290,-11.25,17.5,-2.1678,1/1/2005
291,-11.25,18,-2.1678,1/1/2005
292,-11.25,18.5,-2.1678,1/1/2005
293,-11.25,19,-2.1678,1/1/2005
294,-11.25,19.5,0.4918,1/1/2005
295,-11.25,20,0.4918,1/1/2005
296,-11.25,20.5,0.1355,1/1/2005
297,-11.25,21,-0.204,1/1/2005
298,-11.25,21.5,-0.2735,1/1/2005
299,-11.25,22,-0.2735,1/1/2005
300,-11.25,22.5,0.3443,1/1/2005
301,-11.25,23,1.0374,1/1/2005
302,-11.25,23.5,0.4169,1/1/2005
303,-11.25,24,-0.1355,1/1/2005
304,-11.25,24.5,-0.204,1/1/2005
305,-11.25,25,-0.7369,1/1/2005
306,-11.25,25.5,-0.7369,1/1/2005
307,-11.25,26,-0.7369,1/1/2005
308,-11.25,26.5,-1.0374,1/1/2005
309,-11.25,27,-0.9279,1/1/2005
310,-11.25,27.5,-0.9279,1/1/2005
311,-11.25,28,-0.5696,1/1/2005
312,-11.25,28.5,-0.7369,1/1/2005
313,-10.625,6.5,-0.2735,1/1/2005
314,-10.625,7,-0.2735,1/1/2005
315,-10.625,7.5,-0.2735,1/1/2005
316,-10.625,8,0.1355,1/1/2005
317,-10.625,8.5,0.2735,1/1/2005
318,-10.625,9,0.4169,1/1/2005
319,-10.625,9.5,0.3443,1/1/2005
320,-10.625,10,0.4169,1/1/2005
321,-10.625,10.5,0.4169,1/1/2005
322,-10.625,11,0.3443,1/1/2005
323,-10.625,11.5,0.5696,1/1/2005
324,-10.625,12,0.4918,1/1/2005
325,-10.625,12.5,0.4918,1/1/2005
326,-10.625,13,0.7369,1/1/2005
327,-10.625,13.5,0.4918,1/1/2005
328,-10.625,14,0.4169,1/1/2005
329,-10.625,14.5,0.3443,1/1/2005
330,-10.625,15,0.2735,1/1/2005
331,-10.625,15.5,0.4918,1/1/2005
332,-10.625,16,0.5696,1/1/2005
333,-10.625,16.5,0.4169,1/1/2005
334,-10.625,17,0.204,1/1/2005
335,-10.625,17.5,0,1/1/2005
336,-10.625,18,0,1/1/2005
337,-10.625,18.5,0.0676,1/1/2005
338,-10.625,19,0.1355,1/1/2005
339,-10.625,19.5,0.4169,1/1/2005
340,-10.625,20,0.5696,1/1/2005
341,-10.625,20.5,0.4169,1/1/2005
342,-10.625,21,0.2735,1/1/2005
343,-10.625,21.5,0.0676,1/1/2005
344,-10.625,22,0.2735,1/1/2005
345,-10.625,22.5,0.7369,1/1/2005
346,-10.625,23,1.0374,1/1/2005
347,-10.625,23.5,0.5696,1/1/2005
348,-10.625,24,-0.204,1/1/2005
349,-10.625,24.5,-0.3443,1/1/2005
350,-10.625,25,-0.6509,1/1/2005
351,-10.625,25.5,-0.9279,1/1/2005
352,-10.625,26,-0.9279,1/1/2005
353,-10.625,26.5,-1.1609,1/1/2005
354,-10.625,27,-1.1609,1/1/2005
355,-10.625,27.5,-1.1609,1/1/2005
356,-10.625,28,-0.9279,1/1/2005
357,-10.625,28.5,-1.1609,1/1/2005
358,-10.625,29,-1.3052,1/1/2005
359,-10,6,-0.3443,1/1/2005
360,-10,6.5,-0.204,1/1/2005
361,-10,7,-0.1355,1/1/2005
362,-10,7.5,-0.204,1/1/2005
363,-10,8,-0.0676,1/1/2005
364,-10,8.5,0.2735,1/1/2005
365,-10,9,0.4169,1/1/2005
366,-10,9.5,0.5696,1/1/2005
367,-10,10,0.4918,1/1/2005
368,-10,10.5,0.4918,1/1/2005
369,-10,11,0.4918,1/1/2005
370,-10,11.5,0.4918,1/1/2005
371,-10,12,0.4918,1/1/2005
372,-10,12.5,0.4918,1/1/2005
373,-10,13,1.0374,1/1/2005
374,-10,13.5,0.9279,1/1/2005
375,-10,14,0.5696,1/1/2005
376,-10,14.5,0.5696,1/1/2005
377,-10,15,0.6509,1/1/2005
378,-10,15.5,0.7369,1/1/2005
379,-10,16,0.7369,1/1/2005
380,-10,16.5,0.6509,1/1/2005
381,-10,17,0.4169,1/1/2005
382,-10,17.5,0.204,1/1/2005
383,-10,18,0.1355,1/1/2005
384,-10,18.5,0.204,1/1/2005
385,-10,19,0.204,1/1/2005
386,-10,19.5,0.7369,1/1/2005
387,-10,20,1.0374,1/1/2005
388,-10,20.5,0.8286,1/1/2005
389,-10,21,0.3443,1/1/2005
390,-10,21.5,0.4169,1/1/2005
391,-10,22,0.5696,1/1/2005
392,-10,22.5,1.1609,1/1/2005
393,-10,23,1.3052,1/1/2005
394,-10,23.5,0.7369,1/1/2005
395,-10,24,-0.3443,1/1/2005
396,-10,24.5,-0.9279,1/1/2005
397,-10,25,-1.0374,1/1/2005
398,-10,25.5,-0.9279,1/1/2005
399,-10,26,-1.0374,1/1/2005
400,-10,26.5,-1.3052,1/1/2005
401,-10,27,-1.4835,1/1/2005
402,-10,27.5,-1.4835,1/1/2005
403,-10,28,-1.0374,1/1/2005
404,-10,28.5,-1.0374,1/1/2005
405,-10,29,-1.0374,1/1/2005
406,-10,29.5,-1.1609,1/1/2005
407,-9.375,5.5,-0.5696,1/1/2005
408,-9.375,6,-0.2735,1/1/2005
409,-9.375,6.5,-0.204,1/1/2005
410,-9.375,7,-0.1355,1/1/2005
411,-9.375,7.5,-0.204,1/1/2005
412,-9.375,8,0,1/1/2005
413,-9.375,8.5,0.3443,1/1/2005
414,-9.375,9,0.4918,1/1/2005
415,-9.375,9.5,0.5696,1/1/2005
416,-9.375,10,0.6509,1/1/2005
417,-9.375,10.5,0.6509,1/1/2005
418,-9.375,11,0.4918,1/1/2005
419,-9.375,11.5,0.2735,1/1/2005
420,-9.375,12,0.1355,1/1/2005
421,-9.375,12.5,0.4169,1/1/2005
422,-9.375,13,0.9279,1/1/2005
423,-9.375,13.5,1.0374,1/1/2005
424,-9.375,14,0.6509,1/1/2005
425,-9.375,14.5,0.5696,1/1/2005
426,-9.375,15,0.5696,1/1/2005
427,-9.375,15.5,0.7369,1/1/2005
428,-9.375,16,0.8286,1/1/2005
429,-9.375,16.5,0.9279,1/1/2005
430,-9.375,17,0.5696,1/1/2005
431,-9.375,17.5,0.1355,1/1/2005
432,-9.375,18,0.1355,1/1/2005
433,-9.375,18.5,0.204,1/1/2005
434,-9.375,19,0.4918,1/1/2005
435,-9.375,19.5,1.0374,1/1/2005
436,-9.375,20,1.7276,1/1/2005
437,-9.375,20.5,1.3052,1/1/2005
438,-9.375,21,0.4918,1/1/2005
439,-9.375,21.5,0.5696,1/1/2005
440,-9.375,22,0.6509,1/1/2005
441,-9.375,22.5,1.1609,1/1/2005
442,-9.375,23,1.4835,1/1/2005
443,-9.375,23.5,1.4835,1/1/2005
444,-9.375,24,-0.2735,1/1/2005
445,-9.375,24.5,-1.1609,1/1/2005
446,-9.375,25,-1.0374,1/1/2005
447,-9.375,25.5,-0.8286,1/1/2005
448,-9.375,26,-1.1609,1/1/2005
449,-9.375,26.5,-1.4835,1/1/2005
450,-9.375,27,-1.4835,1/1/2005
451,-9.375,27.5,-1.1609,1/1/2005
452,-9.375,28,-1.0374,1/1/2005
453,-9.375,28.5,-1.0374,1/1/2005
454,-9.375,29,-1.0374,1/1/2005
455,-9.375,29.5,-1.0374,1/1/2005
456,-9.375,30,-1.3052,1/1/2005
457,-9.375,30.5,-1.1609,1/1/2005
458,-9.375,31,-1.0374,1/1/2005
459,-9.375,31.5,-1.0374,1/1/2005
460,-9.375,32,-1.3052,1/1/2005
461,-9.375,39,-2.1678,1/1/2005
462,-8.75,5,-0.9279,1/1/2005
463,-8.75,5.5,-0.4918,1/1/2005
464,-8.75,6,-0.204,1/1/2005
465,-8.75,6.5,-0.0676,1/1/2005
466,-8.75,7,0,1/1/2005
467,-8.75,7.5,-0.0676,1/1/2005
468,-8.75,8,0.0676,1/1/2005
469,-8.75,8.5,0.4169,1/1/2005
470,-8.75,9,0.4169,1/1/2005
471,-8.75,9.5,0.4918,1/1/2005
472,-8.75,10,0.4918,1/1/2005
473,-8.75,10.5,0.4918,1/1/2005
474,-8.75,11,0.1355,1/1/2005
475,-8.75,11.5,0.0676,1/1/2005
476,-8.75,12,-0.1355,1/1/2005
477,-8.75,12.5,-0.0676,1/1/2005
478,-8.75,13,0.5696,1/1/2005
479,-8.75,13.5,0.7369,1/1/2005
480,-8.75,14,0.7369,1/1/2005
481,-8.75,14.5,0.4169,1/1/2005
482,-8.75,15,0.4169,1/1/2005
483,-8.75,15.5,0.4918,1/1/2005
484,-8.75,16,0.8286,1/1/2005
485,-8.75,16.5,0.9279,1/1/2005
486,-8.75,17,0.7369,1/1/2005
487,-8.75,17.5,0.3443,1/1/2005
488,-8.75,18,0.204,1/1/2005
489,-8.75,18.5,0.3443,1/1/2005
490,-8.75,19,0.4918,1/1/2005
491,-8.75,19.5,1.3052,1/1/2005
492,-8.75,20,1.4835,1/1/2005
493,-8.75,20.5,1.4835,1/1/2005
494,-8.75,21,1.0374,1/1/2005
495,-8.75,21.5,0.6509,1/1/2005
496,-8.75,22,0.7369,1/1/2005
497,-8.75,22.5,0.9279,1/1/2005
498,-8.75,23,1.4835,1/1/2005
499,-8.75,23.5,1.4835,1/1/2005
500,-8.75,24,0.5696,1/1/2005
501,-8.75,24.5,-1.0374,1/1/2005
502,-8.75,25,-1.3052,1/1/2005
503,-8.75,25.5,-1.1609,1/1/2005
504,-8.75,26,-1.3052,1/1/2005
505,-8.75,26.5,-1.4835,1/1/2005
506,-8.75,27,-1.7276,1/1/2005
507,-8.75,27.5,-1.3052,1/1/2005
508,-8.75,28,-1.1609,1/1/2005
509,-8.75,28.5,-1.1609,1/1/2005
510,-8.75,29,-1.1609,1/1/2005
511,-8.75,29.5,-1.1609,1/1/2005
512,-8.75,30,-1.3052,1/1/2005
513,-8.75,30.5,-1.0374,1/1/2005
514,-8.75,31,-0.9279,1/1/2005
515,-8.75,31.5,-0.9279,1/1/2005
516,-8.75,32,-1.0374,1/1/2005
517,-8.75,32.5,-1.0374,1/1/2005
518,-8.75,37.5,-2.1678,1/1/2005
519,-8.75,38,-2.1678,1/1/2005
520,-8.75,38.5,-2.1678,1/1/2005
521,-8.75,39,-2.1678,1/1/2005
522,-8.75,39.5,-2.1678,1/1/2005
523,-8.75,40,-2.1678,1/1/2005
524,-8.125,5,-0.9279,1/1/2005
525,-8.125,5.5,-0.4918,1/1/2005
526,-8.125,6,-0.2735,1/1/2005
527,-8.125,6.5,-0.0676,1/1/2005
528,-8.125,7,0.0676,1/1/2005
529,-8.125,7.5,0,1/1/2005
530,-8.125,8,0.3443,1/1/2005
531,-8.125,8.5,0.4169,1/1/2005
532,-8.125,9,0.4918,1/1/2005
533,-8.125,9.5,0.5696,1/1/2005
534,-8.125,10,0.4918,1/1/2005
535,-8.125,10.5,0.2735,1/1/2005
536,-8.125,11,0,1/1/2005
537,-8.125,11.5,-0.204,1/1/2005
538,-8.125,12,-0.1355,1/1/2005
539,-8.125,12.5,-0.0676,1/1/2005
540,-8.125,13,0.6509,1/1/2005
541,-8.125,13.5,1.0374,1/1/2005
542,-8.125,14,0.8286,1/1/2005
543,-8.125,14.5,0.4169,1/1/2005
544,-8.125,15,0.3443,1/1/2005
545,-8.125,15.5,0.3443,1/1/2005
546,-8.125,16,0.8286,1/1/2005
547,-8.125,16.5,0.9279,1/1/2005
548,-8.125,17,0.6509,1/1/2005
549,-8.125,17.5,0.3443,1/1/2005
550,-8.125,18,0.2735,1/1/2005
551,-8.125,18.5,0.4169,1/1/2005
552,-8.125,19,0.4169,1/1/2005
553,-8.125,19.5,1.3052,1/1/2005
554,-8.125,20,1.4835,1/1/2005
555,-8.125,20.5,1.3052,1/1/2005
556,-8.125,21,0.8286,1/1/2005
557,-8.125,21.5,0.8286,1/1/2005
558,-8.125,22,0.6509,1/1/2005
559,-8.125,22.5,0.9279,1/1/2005
560,-8.125,23,1.4835,1/1/2005
561,-8.125,23.5,1.4835,1/1/2005
562,-8.125,24,0.0676,1/1/2005
563,-8.125,24.5,-0.8286,1/1/2005
564,-8.125,25,-1.1609,1/1/2005
565,-8.125,25.5,-1.0374,1/1/2005
566,-8.125,26,-1.1609,1/1/2005
567,-8.125,26.5,-1.4835,1/1/2005
568,-8.125,27,-1.1609,1/1/2005
569,-8.125,27.5,-1.1609,1/1/2005
570,-8.125,28,-1.4835,1/1/2005
571,-8.125,28.5,-1.1609,1/1/2005
572,-8.125,29,-1.3052,1/1/2005
573,-8.125,29.5,-1.4835,1/1/2005
574,-8.125,30,-1.4835,1/1/2005
575,-8.125,30.5,-1.0374,1/1/2005
576,-8.125,31,-0.9279,1/1/2005
577,-8.125,31.5,-0.9279,1/1/2005
578,-8.125,32,-1.0374,1/1/2005
579,-8.125,32.5,-1.0374,1/1/2005
580,-8.125,33,-1.0374,1/1/2005
581,-8.125,37.5,-2.1678,1/1/2005
582,-8.125,38,-2.1678,1/1/2005
583,-8.125,38.5,-2.1678,1/1/2005
584,-8.125,39,-2.1678,1/1/2005
585,-8.125,39.5,-2.1678,1/1/2005
586,-8.125,40,-2.1678,1/1/2005
587,-7.5,4.5,-1.0374,1/1/2005
588,-7.5,5,-0.6509,1/1/2005
589,-7.5,5.5,0.1355,1/1/2005
590,-7.5,6,0.5696,1/1/2005
591,-7.5,6.5,0.6509,1/1/2005
592,-7.5,7,0.5696,1/1/2005
593,-7.5,7.5,0.3443,1/1/2005
594,-7.5,8,0.5696,1/1/2005
595,-7.5,8.5,0.8286,1/1/2005
596,-7.5,9,0.9279,1/1/2005
597,-7.5,9.5,0.9279,1/1/2005
598,-7.5,10,0.5696,1/1/2005
599,-7.5,10.5,0.3443,1/1/2005
600,-7.5,11,-0.204,1/1/2005
601,-7.5,11.5,-0.1355,1/1/2005
602,-7.5,12,-0.0676,1/1/2005
603,-7.5,12.5,-0.0676,1/1/2005
604,-7.5,13,0.0676,1/1/2005
605,-7.5,13.5,0.4169,1/1/2005
606,-7.5,14,0.4169,1/1/2005
607,-7.5,14.5,0.3443,1/1/2005
608,-7.5,15,0.204,1/1/2005
609,-7.5,15.5,0.4169,1/1/2005
610,-7.5,16,0.4918,1/1/2005
611,-7.5,16.5,0.4169,1/1/2005
612,-7.5,17,0.1355,1/1/2005
613,-7.5,17.5,0.3443,1/1/2005
614,-7.5,18,0.3443,1/1/2005
615,-7.5,18.5,0.6509,1/1/2005
616,-7.5,19,0.9279,1/1/2005
617,-7.5,19.5,1.4835,1/1/2005
618,-7.5,20,1.7276,1/1/2005
619,-7.5,20.5,1.7276,1/1/2005
620,-7.5,21,1.1609,1/1/2005
621,-7.5,21.5,0.9279,1/1/2005
622,-7.5,22,0.4918,1/1/2005
623,-7.5,22.5,0.7369,1/1/2005
624,-7.5,23,0.9279,1/1/2005
625,-7.5,23.5,0.9279,1/1/2005
626,-7.5,24,0.2735,1/1/2005
627,-7.5,24.5,-0.8286,1/1/2005
628,-7.5,25,-0.9279,1/1/2005
629,-7.5,25.5,-0.8286,1/1/2005
630,-7.5,26,-0.8286,1/1/2005
